Transaction ID,Date,Customer ID,Gender,Age,Product Category,Product,Quantity,Price per Unit,Total Amount,Region,Payment Method
6985,2023-05-18,CUST_00355,Male,37,Clothing,Formal Shirt,6,92.16,552.96,North,UPI
4612,2023-05-18,CUST_00938,Female,40,Food,Peanut Butter,1,36.38,36.38,North,Credit Card
5297,2023-05-18,CUST_00713,Female,44,Clothing,T-Shirt,2,106.13,212.26,South,Debit Card
9781,2023-05-18,CUST_01007,Female,68,Home & Kitchen,Cookware Set,2,14.73,29.46,North,Credit Card
10583,2023-05-19,CUST_01618,Female,29,Electronics,Smart Watch,4,708.25,2833.0,East,Cash
6685,2023-05-19,CUST_01605,Male,35,Sports,Running Shoes,2,127.39,254.78,North,Credit Card
7549,2023-05-19,CUST_00228,Male,36,Beauty,Moisturizer,4,101.86,407.44,East,Debit Card
5379,2023-05-19,CUST_01732,Female,33,Clothing,Hoodie,1,142.35,142.35,South,Credit Card
1153,2023-05-19,CUST_00169,Male,22,Electronics,Bluetooth Speaker,2,353.85,707.7,South,Credit Card
6842,2023-05-19,CUST_00775,Female,47,Beauty,Sunscreen,1,33.51,33.51,East,Debit Card
10107,2023-05-19,CUST_00030,Male,32,Clothing,Shorts,1,120.25,120.25,North,UPI
10041,2023-05-19,CUST_01666,Female,35,Home & Kitchen,Wall Clock,2,21.62,43.24,West,UPI
10453,2023-05-20,CUST_00227,Female,43,Food,Protein Bar,2,33.33,66.66,North,UPI
6951,2023-05-20,CUST_00739,Female,43,Home & Kitchen,Knife Set,1,210.95,210.95,North,Credit Card
10269,2023-05-20,CUST_01597,Male,37,Sports,Yoga Mat,3,73.58,220.74,North,UPI
7190,2023-05-20,CUST_00748,Male,64,Home & Kitchen,Pillow,1,226.97,226.97,North,Credit Card
6778,2023-05-20,CUST_01143,Female,29,Food,Dark Chocolate,2,6.1,12.2,East,Credit Card
6689,2023-05-20,CUST_01451,Female,57,Electronics,Bluetooth Speaker,1,163.93,163.93,East,Cash
4897,2023-05-20,CUST_00427,Male,62,Beauty,Sunscreen,2,114.13,228.26,South,Debit Card
5857,2023-05-20,CUST_00196,Female,37,Electronics,Smart Watch,3,304.09,912.27,North,Credit Card
2694,2023-05-20,CUST_01790,Male,68,Electronics,USB Cable,2,337.42,674.84,West,Cash
6537,2023-05-20,CUST_01251,Male,26,Sports,Cricket Bat,2,26.26,52.52,South,Credit Card
10547,2023-05-20,CUST_00987,Male,29,Beauty,Lipstick,4,55.96,223.84,East,Debit Card
8652,2023-05-21,CUST_01285,Male,36,Sports,Cricket Bat,3,14.27,42.81,North,UPI
8215,2023-05-21,CUST_01857,Male,35,Home & Kitchen,Wall Clock,4,63.83,255.32,East,Cash
2948,2023-05-21,CUST_01885,Male,38,Home & Kitchen,Storage Container,5,142.61,713.05,North,UPI
3748,2023-05-21,CUST_00573,Male,23,Clothing,Formal Shirt,2,118.0,236.0,East,UPI
5897,2023-05-21,CUST_01086,Male,50,Beauty,Eye Shadow,3,55.7,167.1,East,Debit Card
4526,2023-05-21,CUST_01234,Female,46,Sports,Dumbbells,1,114.57,114.57,West,Credit Card
5623,2023-05-21,CUST_01271,Male,34,Clothing,Hoodie,1,87.5,87.5,East,UPI
4543,2023-05-21,CUST_01084,Male,26,Sports,Cricket Bat,1,148.61,148.61,North,Credit Card
10762,2023-05-21,CUST_00760,Female,64,Clothing,Shorts,1,49.15,49.15,East,Debit Card
1577,2023-05-21,CUST_00659,Male,54,Home & Kitchen,Blender,4,137.64,550.56,South,Credit Card
3761,2023-05-21,CUST_00075,Female,35,Home & Kitchen,Knife Set,2,248.5,497.0,West,Debit Card
5868,2023-05-22,CUST_01505,Male,70,Home & Kitchen,Blender,5,160.06,800.3,West,Debit Card
3484,2023-05-22,CUST_01737,Female,51,Sports,Water Bottle,5,150.36,751.8,North,Credit Card
2910,2023-05-22,CUST_00683,Male,69,Food,Mixed Nuts,4,11.83,47.32,South,Debit Card
1845,2023-05-22,CUST_00831,Male,36,Electronics,Smartphone,4,370.41,1481.64,North,Credit Card
6165,2023-05-22,CUST_01219,Female,28,Clothing,Formal Shirt,1,72.88,72.88,East,Cash
2424,2023-05-22,CUST_00933,Male,33,Clothing,Sneakers,2,92.01,184.02,South,Debit Card
8573,2023-05-22,CUST_01089,Female,53,Beauty,Face Wash,1,101.51,101.51,West,Debit Card
10903,2023-05-22,CUST_00499,Female,59,Home & Kitchen,Bedsheet,1,128.92,128.92,West,UPI
2765,2023-05-23,CUST_00222,Female,20,Electronics,USB Cable,1,247.47,247.47,East,Credit Card
2791,2023-05-23,CUST_01675,Male,25,Clothing,Dress,3,20.86,62.58,East,UPI
7000,2023-05-23,CUST_00734,Female,61,Beauty,Lipstick,4,41.96,167.84,South,Debit Card
8959,2023-05-23,CUST_00819,Male,30,Electronics,USB Cable,4,322.58,1290.32,North,UPI
6978,2023-05-23,CUST_01604,Female,53,Beauty,Foundation,2,7.1,14.2,South,Credit Card
9186,2023-05-23,CUST_00275,Female,63,Home & Kitchen,Pillow,3,235.0,705.0,West,Credit Card
1776,2023-05-23,CUST_01189,Female,51,Home & Kitchen,Storage Container,4,103.08,412.32,South,UPI
5005,2023-05-23,CUST_00034,Female,23,Clothing,Jeans,1,127.9,127.9,South,Debit Card
9747,2023-05-23,CUST_01447,Female,25,Clothing,Jeans,1,70.21,70.21,West,UPI
9420,2023-05-23,CUST_00159,Male,42,Home & Kitchen,Knife Set,7,47.87,335.09,South,Debit Card
7889,2023-05-23,CUST_00305,Female,64,Food,Dark Chocolate,4,5.21,20.84,East,UPI
2222,2023-05-24,CUST_00160,Female,29,Clothing,Hoodie,3,93.38,280.14,West,Credit Card
3895,2023-05-24,CUST_00226,Female,36,Electronics,Smartphone,1,778.1,778.1,South,Cash
8891,2023-05-24,CUST_00298,Male,24,Electronics,Power Bank,5,355.55,1777.75,South,Cash
5273,2023-05-24,CUST_01481,Male,65,Home & Kitchen,Cookware Set,1,124.63,124.63,South,Debit Card
5298,2023-05-24,CUST_00853,Female,65,Clothing,Jacket,4,89.57,358.28,West,Debit Card
7129,2023-05-24,CUST_00470,Female,23,Beauty,Face Wash,5,81.11,405.55,South,Credit Card
7220,2023-05-24,CUST_00436,Female,28,Beauty,Hair Oil,5,19.8,99.0,East,Cash
1520,2023-05-24,CUST_01965,Male,32,Home & Kitchen,Storage Container,3,238.08,714.24,North,Cash
8044,2023-05-24,CUST_01592,Female,30,Electronics,Power Bank,2,607.55,1215.1,East,UPI
3038,2023-05-24,CUST_01280,Male,61,Beauty,Moisturizer,4,89.05,356.2,East,Debit Card
4731,2023-05-24,CUST_01646,Female,28,Clothing,Shorts,3,63.75,191.25,West,Debit Card
4632,2023-05-25,CUST_01413,Female,66,Home & Kitchen,Wall Clock,6,216.48,1298.88,North,Cash
2638,2023-05-25,CUST_00018,Male,47,Beauty,Foundation,3,119.26,357.78,North,Debit Card
9240,2023-05-25,CUST_00390,Female,49,Sports,Skipping Rope,5,44.5,222.5,East,UPI
1590,2023-05-25,CUST_00795,Female,58,Food,Peanut Butter,1,9.68,9.68,South,Credit Card
1761,2023-05-25,CUST_00094,Male,68,Home & Kitchen,Cookware Set,1,246.9,246.9,East,UPI
2711,2023-05-25,CUST_01530,Male,51,Clothing,Hoodie,2,67.1,134.2,East,Credit Card
1802,2023-05-25,CUST_00241,Male,26,Beauty,Eye Shadow,4,100.65,402.6,West,Cash
3116,2023-05-25,CUST_01295,Female,58,Food,Green Tea,4,35.73,142.92,North,Debit Card
1666,2023-05-25,CUST_01299,Female,19,Home & Kitchen,Blender,3,69.13,207.39,West,Cash
6229,2023-05-25,CUST_00676,Female,58,Home & Kitchen,Bedsheet,3,100.98,302.94,West,Credit Card
8030,2023-05-25,CUST_00287,Male,26,Beauty,Moisturizer,4,75.41,301.64,South,Cash
7669,2023-05-25,CUST_00263,Male,40,Food,Granola,3,6.01,18.03,East,Cash
9182,2023-05-26,CUST_00303,Female,69,Home & Kitchen,Table Lamp,4,55.73,222.92,West,Cash
5986,2023-05-26,CUST_01067,Male,21,Home & Kitchen,Knife Set,2,115.55,231.1,South,Cash
7217,2023-05-26,CUST_01601,Male,30,Clothing,Hoodie,3,87.27,261.81,West,Debit Card
5553,2023-05-26,CUST_00017,Male,60,Clothing,Jeans,3,24.8,74.4,North,Debit Card
8976,2023-05-26,CUST_01681,Male,36,Electronics,Laptop,4,590.39,2361.56,West,Credit Card
2110,2023-05-26,CUST_00466,Male,60,Sports,Cricket Bat,1,83.75,83.75,East,UPI
4481,2023-05-26,CUST_01759,Male,64,Food,Protein Bar,1,5.24,5.24,South,Credit Card
5004,2023-05-26,CUST_01190,Male,37,Home & Kitchen,Bedsheet,1,149.92,149.92,South,Cash
1791,2023-05-26,CUST_00097,Male,28,Home & Kitchen,Table Lamp,1,146.58,146.58,West,Credit Card
3440,2023-05-26,CUST_01731,Female,21,Sports,Running Shoes,3,108.14,324.42,West,Debit Card
9505,2023-05-26,CUST_01372,Female,19,Electronics,Laptop,2,235.23,470.46,North,Credit Card
1699,2023-05-27,CUST_01159,Male,28,Home & Kitchen,Bedsheet,3,243.37,730.11,West,Cash
8069,2023-05-27,CUST_01295,Female,58,Food,Protein Bar,3,27.21,81.63,North,Credit Card
4546,2023-05-27,CUST_01245,Male,47,Beauty,Perfume,2,60.79,121.58,West,Debit Card
4079,2023-05-27,CUST_00660,Male,37,Home & Kitchen,Storage Container,2,228.12,456.24,North,UPI
7161,2023-05-27,CUST_01973,Male,58,Home & Kitchen,Pillow,1,24.02,24.02,East,UPI
10860,2023-05-27,CUST_01992,Male,47,Home & Kitchen,Cookware Set,4,112.21,448.84,East,Cash
7565,2023-05-27,CUST_00939,Male,38,Home & Kitchen,Pillow,2,203.54,407.08,West,Debit Card
6328,2023-05-27,CUST_00020,Male,63,Food,Dark Chocolate,2,35.51,71.02,South,Cash
4646,2023-05-27,CUST_00639,Female,65,Clothing,Dress,1,141.41,141.41,North,UPI
9604,2023-05-27,CUST_01458,Female,32,Home & Kitchen,Storage Container,1,148.79,148.79,South,Debit Card
3397,2023-05-27,CUST_00636,Female,51,Home & Kitchen,Wall Clock,3,169.14,507.42,East,Credit Card
1867,2023-05-27,CUST_01223,Female,22,Beauty,Hair Oil,1,103.38,103.38,North,UPI
6491,2023-05-28,CUST_00424,Female,41,Clothing,Jacket,1,118.98,118.98,East,Debit Card
7196,2023-05-28,CUST_01419,Female,57,Home & Kitchen,Storage Container,6,237.92,1427.52,South,UPI
9659,2023-05-28,CUST_00050,Male,40,Food,Peanut Butter,1,3.19,3.19,North,Credit Card
1006,2023-05-28,CUST_00546,Female,27,Electronics,Smartphone,2,568.26,1136.52,East,Debit Card
5028,2023-05-28,CUST_01543,Male,36,Home & Kitchen,Storage Container,1,86.0,86.0,South,Cash
9371,2023-05-28,CUST_01299,Female,19,Clothing,Sneakers,1,32.55,32.55,West,Cash
1876,2023-05-28,CUST_00719,Male,39,Beauty,Foundation,2,68.0,136.0,West,Cash
5035,2023-05-28,CUST_00031,Female,39,Electronics,Power Bank,4,402.29,1609.16,West,Cash
7263,2023-05-28,CUST_00586,Male,67,Home & Kitchen,Table Lamp,3,39.96,119.88,South,Credit Card
1005,2023-05-28,CUST_00123,Female,24,Clothing,Jacket,5,100.31,501.55,West,Debit Card
7520,2023-05-28,CUST_01583,Female,58,Home & Kitchen,Knife Set,3,224.11,672.33,East,Credit Card
4462,2023-05-28,CUST_00419,Male,27,Clothing,Hoodie,5,74.06,370.3,North,Debit Card
5834,2023-05-28,CUST_00783,Male,29,Electronics,Tablet,1,227.36,227.36,North,Cash
4344,2023-05-28,CUST_01322,Male,59,Beauty,Face Wash,4,84.9,339.6,North,Debit Card
7836,2023-05-28,CUST_01040,Male,18,Electronics,Bluetooth Speaker,5,531.21,2656.05,West,Debit Card
1319,2023-05-28,CUST_01982,Male,68,Clothing,Dress,3,100.84,302.52,North,UPI
9925,2023-05-29,CUST_01737,Female,51,Home & Kitchen,Storage Container,1,26.39,26.39,North,UPI
9523,2023-05-29,CUST_00957,Male,32,Home & Kitchen,Bedsheet,3,160.03,480.09,South,UPI
6692,2023-05-29,CUST_00538,Male,68,Clothing,T-Shirt,2,100.09,200.18,North,Credit Card
7005,2023-05-29,CUST_00319,Male,26,Clothing,T-Shirt,4,79.47,317.88,South,Credit Card
7426,2023-05-29,CUST_01316,Female,49,Clothing,Shorts,1,144.68,144.68,West,Debit Card
4873,2023-05-29,CUST_00803,Male,43,Home & Kitchen,Pillow,5,103.0,515.0,East,Cash
3997,2023-05-29,CUST_01553,Male,68,Electronics,USB Cable,2,35.64,71.28,West,Debit Card
7989,2023-05-29,CUST_00593,Female,48,Home & Kitchen,Blender,2,111.15,222.3,West,Credit Card
8623,2023-05-29,CUST_00254,Female,69,Home & Kitchen,Blender,3,41.11,123.33,North,Credit Card
9210,2023-05-29,CUST_01940,Male,26,Home & Kitchen,Bedsheet,5,54.53,272.65,East,Cash
10411,2023-05-29,CUST_01358,Female,23,Beauty,Moisturizer,4,38.65,154.6,East,Cash
3103,2023-05-30,CUST_01773,Female,62,Home & Kitchen,Pillow,5,66.71,333.55,South,Debit Card
2157,2023-05-30,CUST_00854,Male,26,Sports,Resistance Band,3,74.55,223.65,North,Credit Card
5468,2023-05-30,CUST_01842,Female,29,Electronics,Smartphone,1,626.0,626.0,West,Debit Card
9360,2023-05-30,CUST_01535,Male,36,Electronics,Tablet,5,408.13,2040.65,North,Debit Card
10631,2023-05-30,CUST_01509,Male,68,Sports,Running Shoes,3,134.71,404.13,North,Credit Card
8835,2023-05-30,CUST_00569,Male,65,Food,Organic Honey,3,22.36,67.08,South,Credit Card
8297,2023-05-30,CUST_00747,Female,70,Home & Kitchen,Blender,3,112.62,337.86,West,Credit Card
8751,2023-05-30,CUST_00266,Male,48,Food,Organic Honey,3,21.01,63.03,West,UPI
2992,2023-05-30,CUST_01066,Male,42,Food,Organic Honey,3,13.48,40.44,North,UPI
4173,2023-05-31,CUST_00350,Male,22,Electronics,Smart Watch,4,523.94,2095.76,South,Debit Card
5826,2023-05-31,CUST_00244,Male,62,Home & Kitchen,Bedsheet,4,25.07,100.28,North,UPI
6952,2023-05-31,CUST_01133,Female,65,Beauty,Face Wash,1,46.47,46.47,West,UPI
7762,2023-05-31,CUST_01988,Female,32,Food,Olive Oil,4,26.98,107.92,West,UPI
4211,2023-05-31,CUST_00075,Female,35,Home & Kitchen,Storage Container,1,12.66,12.66,West,Credit Card
10510,2023-05-31,CUST_00419,Male,27,Sports,Water Bottle,7,117.29,821.03,North,Debit Card
2322,2023-05-31,CUST_01912,Male,26,Home & Kitchen,Blender,3,18.67,56.01,East,Credit Card
2885,2023-05-31,CUST_01603,Female,62,Food,Granola,4,3.4,13.6,East,Credit Card
4938,2023-05-31,CUST_00904,Male,42,Clothing,Jacket,3,57.04,171.12,East,Credit Card
7839,2023-05-31,CUST_00588,Male,62,Beauty,Foundation,2,98.02,196.04,West,Cash
10674,2023-05-31,CUST_00592,Female,20,Beauty,Foundation,6,98.6,591.6,East,UPI
3421,2023-05-31,CUST_00828,Male,38,Sports,Football,1,181.37,181.37,East,Credit Card
5000,2023-06-01,CUST_01200,Male,70,Home & Kitchen,Blender,1,180.41,180.41,West,Cash
8295,2023-06-01,CUST_00708,Male,34,Home & Kitchen,Bedsheet,1,198.28,198.28,East,Debit Card
8973,2023-06-01,CUST_01924,Male,59,Clothing,Formal Shirt,3,121.61,364.83,North,Credit Card
1668,2023-06-01,CUST_00433,Female,69,Home & Kitchen,Table Lamp,3,98.46,295.38,West,Debit Card
4845,2023-06-01,CUST_00555,Female,67,Food,Organic Honey,2,10.38,20.76,North,Credit Card
4222,2023-06-01,CUST_01610,Female,55,Home & Kitchen,Pillow,1,125.88,125.88,East,Credit Card
1203,2023-06-01,CUST_00832,Male,36,Clothing,Jeans,1,23.67,23.67,West,Credit Card
7735,2023-06-01,CUST_01069,Female,27,Beauty,Hair Oil,1,8.24,8.24,East,Cash
9620,2023-06-01,CUST_00592,Female,20,Beauty,Moisturizer,1,91.46,91.46,East,Cash
3808,2023-06-01,CUST_00781,Male,35,Beauty,Foundation,2,101.06,202.12,West,Debit Card
5481,2023-06-01,CUST_00175,Male,53,Home & Kitchen,Wall Clock,1,149.46,149.46,South,UPI
1210,2023-06-01,CUST_01040,Male,18,Clothing,Dress,4,37.54,150.16,West,Debit Card
1112,2023-06-01,CUST_00474,Female,42,Home & Kitchen,Knife Set,3,75.97,227.91,North,Cash
6344,2023-06-01,CUST_01223,Female,22,Electronics,Tablet,1,155.07,155.07,North,UPI
2165,2023-06-01,CUST_00824,Female,70,Beauty,Hair Oil,1,86.58,86.58,North,Cash
4174,2023-06-01,CUST_01043,Male,20,Electronics,Smartphone,2,228.65,457.3,East,Debit Card
5906,2023-06-01,CUST_00470,Female,23,Electronics,USB Cable,3,726.34,2179.02,South,Debit Card
7044,2023-06-01,CUST_00970,Female,41,Electronics,Headphones,4,759.96,3039.84,North,Credit Card
4668,2023-06-01,CUST_01333,Male,42,Home & Kitchen,Cookware Set,5,57.38,286.9,North,UPI
8134,2023-06-02,CUST_01032,Male,67,Clothing,T-Shirt,5,70.99,354.95,South,Cash
8249,2023-06-02,CUST_00217,Female,27,Home & Kitchen,Cookware Set,3,235.97,707.91,South,UPI
1354,2023-06-02,CUST_01644,Female,56,Home & Kitchen,Table Lamp,2,80.35,160.7,East,Cash
3131,2023-06-02,CUST_00384,Male,27,Clothing,T-Shirt,3,92.9,278.7,East,Debit Card
4949,2023-06-02,CUST_00028,Female,34,Electronics,Laptop,4,279.7,1118.8,North,UPI
5281,2023-06-02,CUST_01431,Female,26,Home & Kitchen,Cookware Set,3,117.07,351.21,East,UPI
3972,2023-06-02,CUST_01749,Female,31,Food,Granola,2,35.08,70.16,North,Debit Card
8397,2023-06-02,CUST_01447,Female,25,Electronics,Bluetooth Speaker,4,661.35,2645.4,West,Credit Card
3814,2023-06-02,CUST_01339,Male,34,Electronics,USB Cable,6,191.94,1151.64,North,Cash
6851,2023-06-02,CUST_00837,Female,18,Food,Protein Bar,2,26.77,53.54,North,UPI
10833,2023-06-02,CUST_01254,Male,30,Sports,Cricket Bat,2,150.92,301.84,West,Credit Card
10358,2023-06-02,CUST_01333,Male,42,Home & Kitchen,Bedsheet,1,40.55,40.55,North,UPI
10652,2023-06-02,CUST_00587,Female,23,Sports,Yoga Mat,1,193.42,193.42,West,Credit Card
4729,2023-06-02,CUST_00401,Female,23,Clothing,Jacket,1,72.73,72.73,North,Credit Card
1506,2023-06-02,CUST_01157,Male,55,Clothing,Dress,4,86.37,345.48,North,Debit Card
5255,2023-06-02,CUST_00368,Male,43,Beauty,Sunscreen,1,34.8,34.8,South,Credit Card
6800,2023-06-03,CUST_01707,Female,31,Beauty,Moisturizer,6,116.34,698.04,South,Cash
6745,2023-06-03,CUST_00694,Female,32,Food,Olive Oil,2,15.57,31.14,North,Debit Card
5369,2023-06-03,CUST_00872,Male,24,Electronics,Headphones,5,341.26,1706.3,South,Debit Card
6910,2023-06-03,CUST_00956,Female,56,Electronics,Tablet,5,571.11,2855.55,East,UPI
8742,2023-06-03,CUST_01875,Male,42,Beauty,Perfume,1,46.21,46.21,West,Credit Card
1730,2023-06-03,CUST_01842,Female,29,Home & Kitchen,Storage Container,7,215.01,1505.07,West,Cash
1731,2023-06-03,CUST_00531,Female,45,Electronics,USB Cable,3,467.11,1401.33,South,Credit Card
8798,2023-06-03,CUST_01695,Female,36,Sports,Resistance Band,1,119.57,119.57,West,Debit Card
2381,2023-06-03,CUST_00266,Male,48,Clothing,Jeans,1,121.08,121.08,West,Debit Card
9765,2023-06-03,CUST_01595,Male,44,Home & Kitchen,Wall Clock,4,36.89,147.56,East,Debit Card
8944,2023-06-03,CUST_01723,Male,66,Beauty,Moisturizer,1,43.76,43.76,North,Credit Card
4769,2023-06-03,CUST_01142,Female,29,Electronics,Laptop,3,764.84,2294.52,North,UPI
2213,2023-06-03,CUST_00965,Male,35,Beauty,Lipstick,1,31.09,31.09,West,UPI
6535,2023-06-03,CUST_01764,Female,60,Food,Organic Honey,3,30.65,91.95,South,Debit Card
7368,2023-06-03,CUST_01462,Female,53,Food,Mixed Nuts,2,31.2,62.4,North,Cash
7763,2023-06-03,CUST_01880,Male,25,Sports,Water Bottle,1,165.56,165.56,South,Cash
5797,2023-06-03,CUST_00291,Female,46,Beauty,Eye Shadow,6,37.35,224.1,East,UPI
9928,2023-06-03,CUST_01224,Female,31,Clothing,Hoodie,2,12.76,25.52,South,Debit Card
3128,2023-06-04,CUST_00756,Male,46,Beauty,Moisturizer,2,11.64,23.28,South,UPI
4217,2023-06-04,CUST_00409,Male,22,Clothing,Formal Shirt,3,68.11,204.33,West,UPI
9997,2023-06-04,CUST_00984,Female,43,Clothing,Jeans,1,120.94,120.94,South,Debit Card
3053,2023-06-04,CUST_00982,Female,28,Electronics,Tablet,1,292.37,292.37,West,Debit Card
8645,2023-06-04,CUST_00446,Female,37,Beauty,Hair Oil,1,91.55,91.55,East,UPI
4225,2023-06-04,CUST_01325,Male,21,Sports,Skipping Rope,2,112.58,225.16,North,Credit Card
3778,2023-06-04,CUST_01867,Female,48,Beauty,Perfume,2,43.67,87.34,West,Credit Card
10309,2023-06-04,CUST_00889,Female,19,Home & Kitchen,Wall Clock,3,173.14,519.42,South,Debit Card
3069,2023-06-04,CUST_01687,Male,67,Beauty,Lipstick,2,26.83,53.66,West,UPI
2868,2023-06-04,CUST_00891,Female,44,Clothing,Dress,1,141.32,141.32,West,Credit Card
7774,2023-06-04,CUST_00341,Female,67,Beauty,Moisturizer,5,33.59,167.95,North,Cash
6011,2023-06-04,CUST_01197,Male,59,Home & Kitchen,Storage Container,2,168.65,337.3,West,Debit Card
7247,2023-06-05,CUST_00765,Female,35,Home & Kitchen,Table Lamp,1,112.98,112.98,South,Debit Card
6729,2023-06-05,CUST_00762,Female,46,Home & Kitchen,Storage Container,2,208.15,416.3,North,Credit Card
10955,2023-06-05,CUST_01633,Male,39,Sports,Skipping Rope,1,190.81,190.81,West,UPI
3392,2023-06-05,CUST_00573,Male,23,Electronics,Smart Watch,5,493.42,2467.1,East,Credit Card
6811,2023-06-05,CUST_01376,Female,45,Food,Granola,2,15.91,31.82,South,Cash
2088,2023-06-05,CUST_01437,Female,35,Sports,Skipping Rope,1,57.5,57.5,East,Debit Card
8545,2023-06-05,CUST_00784,Female,62,Home & Kitchen,Table Lamp,5,90.98,454.9,South,UPI
2401,2023-06-05,CUST_00849,Female,43,Sports,Skipping Rope,3,39.85,119.55,South,Credit Card
4456,2023-06-05,CUST_00491,Female,38,Electronics,Smart Watch,2,565.85,1131.7,North,Debit Card
6035,2023-06-05,CUST_01847,Male,57,Beauty,Foundation,5,14.61,73.05,South,Debit Card
3936,2023-06-05,CUST_01870,Male,65,Home & Kitchen,Wall Clock,4,201.72,806.88,East,UPI
7842,2023-06-05,CUST_00449,Male,23,Clothing,Formal Shirt,1,12.09,12.09,West,Debit Card
1959,2023-06-05,CUST_00637,Male,20,Electronics,USB Cable,1,710.43,710.43,North,Debit Card
3634,2023-06-05,CUST_00537,Female,53,Food,Dark Chocolate,3,33.99,101.97,North,UPI
6678,2023-06-05,CUST_01137,Female,32,Clothing,Jacket,3,16.31,48.93,South,Credit Card
10405,2023-06-05,CUST_01942,Male,18,Clothing,Formal Shirt,6,30.82,184.92,West,Cash
6277,2023-06-05,CUST_00524,Male,63,Electronics,Headphones,1,185.72,185.72,East,Credit Card
5915,2023-06-05,CUST_01480,Male,20,Sports,Dumbbells,1,120.03,120.03,South,Credit Card
2572,2023-06-06,CUST_00492,Female,18,Electronics,Tablet,4,273.1,1092.4,East,Cash
5656,2023-06-06,CUST_01889,Female,50,Clothing,Hoodie,3,91.54,274.62,South,Cash
8576,2023-06-06,CUST_01511,Male,52,Food,Organic Honey,3,27.6,82.8,East,Cash
5811,2023-06-06,CUST_00935,Female,22,Clothing,Jeans,2,57.83,115.66,South,UPI
6711,2023-06-06,CUST_00202,Female,47,Electronics,Power Bank,1,418.81,418.81,North,UPI
2402,2023-06-06,CUST_00304,Female,44,Electronics,Power Bank,5,616.69,3083.45,East,UPI
2297,2023-06-06,CUST_00854,Male,26,Sports,Resistance Band,6,91.62,549.72,North,Cash
4525,2023-06-06,CUST_01769,Male,26,Sports,Football,1,193.93,193.93,North,Debit Card
10909,2023-06-06,CUST_00538,Male,68,Home & Kitchen,Bedsheet,2,248.14,496.28,North,Credit Card
5828,2023-06-06,CUST_01330,Female,24,Clothing,T-Shirt,3,76.76,230.28,North,Cash
7146,2023-06-06,CUST_00960,Female,30,Electronics,Tablet,1,257.44,257.44,East,UPI
6223,2023-06-06,CUST_01511,Male,52,Beauty,Perfume,3,62.99,188.97,East,Credit Card
7337,2023-06-06,CUST_01955,Male,27,Sports,Water Bottle,2,151.18,302.36,East,Credit Card
5730,2023-06-06,CUST_00219,Male,55,Home & Kitchen,Knife Set,2,37.33,74.66,North,UPI
8355,2023-06-06,CUST_01209,Male,62,Food,Peanut Butter,2,4.22,8.44,North,Credit Card
4877,2023-06-06,CUST_00651,Male,40,Home & Kitchen,Wall Clock,2,172.8,345.6,East,Debit Card
7073,2023-06-07,CUST_01184,Female,39,Food,Peanut Butter,6,31.91,191.46,South,Credit Card
9499,2023-06-07,CUST_01594,Male,31,Electronics,Power Bank,4,688.46,2753.84,South,Credit Card
6357,2023-06-07,CUST_00330,Female,59,Home & Kitchen,Cookware Set,3,95.19,285.57,South,UPI
2393,2023-06-07,CUST_01547,Male,24,Clothing,Jacket,4,147.51,590.04,West,UPI
8930,2023-06-07,CUST_00060,Male,58,Home & Kitchen,Blender,4,151.85,607.4,West,Credit Card
10719,2023-06-07,CUST_00259,Female,18,Beauty,Moisturizer,2,75.54,151.08,South,Cash
10155,2023-06-07,CUST_01199,Male,56,Electronics,Tablet,3,44.11,132.33,East,UPI
9064,2023-06-07,CUST_01939,Male,34,Home & Kitchen,Blender,1,141.28,141.28,East,UPI
5399,2023-06-07,CUST_01488,Female,40,Home & Kitchen,Bedsheet,6,208.53,1251.18,North,Cash
4333,2023-06-07,CUST_00646,Female,44,Food,Green Tea,1,28.76,28.76,East,Credit Card
1255,2023-06-07,CUST_00226,Female,36,Home & Kitchen,Wall Clock,6,141.16,846.96,South,Cash
10258,2023-06-07,CUST_00733,Female,32,Electronics,Smart Watch,2,387.39,774.78,West,Debit Card
1601,2023-06-07,CUST_01233,Male,20,Beauty,Foundation,1,91.43,91.43,West,Cash
4470,2023-06-07,CUST_00823,Male,69,Clothing,Shorts,2,23.07,46.14,South,UPI
5650,2023-06-07,CUST_01383,Female,43,Electronics,Smartphone,6,115.31,691.86,West,UPI
9770,2023-06-07,CUST_00925,Male,22,Electronics,Headphones,4,635.86,2543.44,West,Credit Card
10441,2023-06-08,CUST_01295,Female,58,Home & Kitchen,Bedsheet,2,70.86,141.72,North,UPI
4939,2023-06-08,CUST_00080,Male,26,Home & Kitchen,Wall Clock,2,100.5,201.0,North,Cash
8212,2023-06-08,CUST_01184,Female,39,Home & Kitchen,Blender,2,11.64,23.28,South,Debit Card
9474,2023-06-08,CUST_01614,Male,24,Sports,Running Shoes,1,91.51,91.51,South,UPI
4654,2023-06-08,CUST_01734,Female,62,Food,Olive Oil,1,31.16,31.16,East,UPI
6370,2023-06-08,CUST_00053,Male,32,Food,Peanut Butter,2,23.58,47.16,East,UPI
7741,2023-06-08,CUST_01980,Female,59,Beauty,Eye Shadow,1,64.6,64.6,East,Credit Card
9382,2023-06-08,CUST_00514,Male,43,Home & Kitchen,Cookware Set,3,187.7,563.1,South,UPI
9377,2023-06-08,CUST_01750,Female,39,Electronics,Laptop,2,781.14,1562.28,South,Credit Card
